,rindex,nif,produtos_all,produtos,grupos,total
62,62,15254663,"[147, 119, 118, 132, 88, 157, 156, 150, 102, 80, 65, 43, 39, 38, 9, 32, 13, 87, 15, 131, 84, 70, 96, 127]","[147, 119, 118, 132, 88, 157, 156, 150, 102, 80, 65, 43, 39, 38, 9, 32, 13, 87, 15, 131, 84, 70, 96, 127]","[18, 15, 16, 10, 23, 20, 12, 9, 6, 5, 2, 4, 3, 7, 11]",58.4
63,63,10797785,"[147, 147, 101, 80, 53, 129, 128, 94, 93, 85, 83, 81, 69, 121, 48, 45, 17, 24, 149, 44, 42, 13, 76, 54, 157, 151]","[147, 101, 80, 53, 129, 128, 94, 93, 85, 83, 81, 69, 121, 48, 45, 17, 24, 149, 44, 42, 13, 76, 54, 157, 151]","[18, 12, 9, 5, 16, 11, 7, 15, 3, 19, 2, 8, 23, 20]",58.5
64,64,12241564,"[147, 111, 109, 101, 97, 98, 80, 66, 53, 37, 27, 26, 25, 22, 42, 38, 133, 132, 156, 96, 149, 154, 93, 128, 86, 17, 127, 124, 148]","[147, 111, 109, 101, 97, 98, 80, 66, 53, 37, 27, 26, 25, 22, 42, 38, 133, 132, 156, 96, 149, 154, 93, 128, 86, 17, 127, 124, 148]","[18, 15, 12, 11, 9, 6, 5, 3, 17, 16, 23, 19, 10]",52.9
65,65,18724569,"[95, 94, 84, 81, 69, 80, 52, 53, 37, 18, 4, 17, 2, 1, 131, 130, 127, 125, 123, 159, 155, 154, 46, 40, 38, 33, 28, 61, 36, 119, 111]","[95, 94, 84, 81, 69, 80, 52, 53, 37, 18, 4, 17, 2, 1, 131, 130, 127, 125, 123, 159, 155, 154, 46, 40, 38, 33, 28, 61, 36, 119, 111]","[11, 9, 7, 5, 3, 1, 16, 15, 23, 4, 6]",75.8
66,66,11357772,"[147, 122, 102, 98, 80, 63, 79, 60, 35, 95, 85, 82, 160, 7, 18, 4, 147, 132, 24, 14, 51, 50, 43, 41, 40, 38, 81, 69, 149, 147, 158]","[147, 122, 102, 98, 80, 63, 79, 60, 35, 95, 85, 82, 160, 7, 18, 4, 132, 24, 14, 51, 50, 43, 41, 40, 38, 81, 69, 149, 158]","[18, 15, 12, 9, 6, 4, 11, 23, 2, 3, 1, 16, 5, 7, 19]",91.0
67,67,10272126,"[147, 101, 53, 49, 42, 41, 7, 19, 18, 4, 3, 15, 14, 10, 64, 73, 57, 161, 160, 156, 151, 129, 33, 29, 16, 100, 95, 93, 86, 148, 96, 128, 135, 144, 81, 40]","[147, 101, 53, 49, 42, 41, 7, 19, 18, 4, 3, 15, 14, 10, 64, 73, 57, 161, 160, 156, 151, 129, 33, 29, 16, 100, 95, 93, 86, 148, 96, 128, 135, 144, 81, 40]","[18, 12, 5, 2, 3, 1, 6, 8, 23, 20, 16, 4, 11, 10, 19, 17, 9]",82.2
68,68,14279302,"[147, 147, 160, 131, 130, 88, 80, 52, 37, 26, 12, 156, 96, 5, 83, 50, 46, 150, 147, 135, 45, 81, 40, 148, 57]","[147, 160, 131, 130, 88, 80, 52, 37, 26, 12, 156, 96, 5, 83, 50, 46, 150, 135, 45, 81, 40, 148, 57]","[18, 23, 16, 10, 9, 5, 3, 2, 11, 1, 20, 17, 19]",60.1
69,69,17037736,"[147, 145, 105, 80, 64, 79, 61, 60, 127, 126, 125, 124, 74, 58, 51, 50, 45, 36, 94, 87, 85, 83, 18, 4, 2, 26, 16]","[147, 145, 105, 80, 64, 79, 61, 60, 127, 126, 125, 124, 74, 58, 51, 50, 45, 36, 94, 87, 85, 83, 18, 4, 2, 26, 16]","[18, 17, 13, 9, 6, 16, 15, 8, 5, 4, 11, 10, 3, 1]",112.3
70,70,16787157,"[147, 145, 98, 80, 67, 73, 57, 104, 96, 95, 132, 37, 15, 162, 94, 86, 32, 25, 117, 112, 154, 82, 149, 39, 38, 151, 129]","[147, 145, 98, 80, 67, 73, 57, 104, 96, 95, 132, 37, 15, 162, 94, 86, 32, 25, 117, 112, 154, 82, 149, 39, 38, 151, 129]","[18, 17, 12, 9, 6, 8, 5, 11, 16, 3, 23, 10, 4, 15, 19, 20]",53.4
71,71,13935340,"[147, 141, 132, 131, 128, 126, 124, 163, 162, 160, 156, 155, 80, 53, 35, 19, 44, 30, 28, 18, 4, 16, 15, 79, 10, 96, 40, 38, 93, 154, 140, 149]","[147, 141, 132, 131, 128, 126, 124, 163, 162, 160, 156, 155, 80, 53, 35, 19, 44, 30, 28, 18, 4, 16, 15, 79, 10, 96, 40, 38, 93, 154, 140, 149]","[18, 17, 16, 15, 23, 9, 5, 4, 3, 1, 2, 11, 19]",78.9
72,72,19032806,"[147, 132, 131, 129, 80, 32, 27, 24, 16, 90, 84, 17, 149, 83, 16, 161, 157, 51, 44, 41, 150, 15, 36, 75]","[147, 132, 131, 129, 80, 32, 27, 24, 16, 90, 84, 17, 149, 83, 161, 157, 51, 44, 41, 150, 15, 36, 75]","[18, 16, 9, 4, 3, 11, 19, 23, 5, 20, 8]",62.1
73,73,16018519,"[147, 97, 98, 80, 79, 60, 74, 53, 37, 35, 32, 28, 27, 25, 108, 57, 18, 17, 10, 158, 93, 84, 82, 81, 129, 135, 56, 154, 68, 36]","[147, 97, 98, 80, 79, 60, 74, 53, 37, 35, 32, 28, 27, 25, 108, 57, 18, 17, 10, 158, 93, 84, 82, 81, 129, 135, 56, 154, 68, 36]","[18, 11, 12, 9, 6, 8, 5, 4, 3, 15, 2, 23, 16, 17]",102.7
74,74,10009016,"[67, 46, 40, 39, 35, 8, 18, 64, 162, 161, 160, 159, 156, 154, 100, 89, 88, 36, 83, 34, 32, 76, 60, 16, 12, 82, 99, 17, 147, 151, 121]","[67, 46, 40, 39, 35, 8, 18, 64, 162, 161, 160, 159, 156, 154, 100, 89, 88, 36, 83, 34, 32, 76, 60, 16, 12, 82, 99, 17, 147, 151, 121]","[6, 5, 4, 2, 3, 23, 12, 11, 10, 9, 8, 18, 20, 15]",84.5
75,75,15816878,"[147, 147, 122, 101, 97, 80, 52, 18, 24, 131, 123, 46, 44, 39, 15, 94, 87, 85, 73, 160, 157, 156, 84]","[147, 122, 101, 97, 80, 52, 18, 24, 131, 123, 46, 44, 39, 15, 94, 87, 85, 73, 160, 157, 156, 84]","[18, 15, 12, 11, 9, 5, 3, 16, 10, 8, 23]",50.6
76,76,10686966,"[147, 137, 97, 80, 37, 33, 29, 28, 25, 94, 91, 85, 51, 44, 42, 96, 19, 18, 18, 16, 2, 75, 161, 81, 156, 148, 132, 130, 127, 126]","[147, 137, 97, 80, 37, 33, 29, 28, 25, 94, 91, 85, 51, 44, 42, 96, 19, 18, 16, 2, 75, 161, 81, 156, 148, 132, 130, 127, 126]","[18, 17, 11, 9, 5, 4, 3, 1, 8, 23, 19, 16]",70.8
77,77,19335228,"[147, 145, 101, 80, 67, 65, 131, 128, 163, 159, 157, 100, 90, 59, 54, 126, 52, 37, 85, 49, 42, 36, 99, 96]","[147, 145, 101, 80, 67, 65, 131, 128, 163, 159, 157, 100, 90, 59, 54, 126, 52, 37, 85, 49, 42, 36, 99, 96]","[18, 17, 12, 9, 6, 16, 23, 11, 5, 4]",64.5
78,78,13859021,"[147, 122, 100, 96, 80, 53, 37, 35, 95, 94, 86, 6, 29, 25, 162, 85, 84, 24, 16, 18, 148, 83, 44, 5, 38, 130, 157]","[147, 122, 100, 96, 80, 53, 37, 35, 95, 94, 86, 6, 29, 25, 162, 85, 84, 24, 16, 18, 148, 83, 44, 5, 38, 130, 157]","[18, 15, 12, 11, 9, 5, 4, 10, 1, 3, 23, 19, 16]",50.0
79,79,16749804,"[147, 88, 80, 66, 30, 133, 127, 87, 103, 125, 154, 18, 17, 78, 48, 84, 42, 25]","[147, 88, 80, 66, 30, 133, 127, 87, 103, 125, 154, 18, 17, 78, 48, 84, 42, 25]","[18, 10, 9, 6, 3, 17, 16, 12, 23, 8, 5]",57.3
80,80,13117378,"[147, 145, 160, 157, 156, 134, 133, 131, 139, 101, 80, 76, 75, 94, 87, 86, 85, 81, 52, 37, 44, 42, 148, 57, 8, 7, 16, 15, 96, 2, 26, 13, 119, 109, 69]","[147, 145, 160, 157, 156, 134, 133, 131, 139, 101, 80, 76, 75, 94, 87, 86, 85, 81, 52, 37, 44, 42, 148, 57, 8, 7, 16, 15, 96, 2, 26, 13, 119, 109, 69]","[18, 17, 23, 16, 12, 9, 8, 11, 10, 5, 19, 2, 3, 1, 15, 7]",63.7
81,81,12359796,"[147, 148, 137, 80, 37, 8, 18, 16, 15, 34, 133, 129, 126, 46, 38, 100, 84, 32, 30, 83, 82, 151, 24, 57, 55, 96, 99, 123]","[147, 148, 137, 80, 37, 8, 18, 16, 15, 34, 133, 129, 126, 46, 38, 100, 84, 32, 30, 83, 82, 151, 24, 57, 55, 96, 99, 123]","[18, 19, 17, 9, 5, 2, 3, 4, 16, 12, 20, 11, 15]",69.7
82,82,10542409,"[147, 138, 101, 102, 80, 53, 100, 88, 87, 84, 108, 35, 34, 32, 79, 55, 157, 156, 155, 47, 42, 40, 39, 83, 7, 18, 3, 15, 133, 25, 131, 82, 130, 13]","[147, 138, 101, 102, 80, 53, 100, 88, 87, 84, 108, 35, 34, 32, 79, 55, 157, 156, 155, 47, 42, 40, 39, 83, 7, 18, 3, 15, 133, 25, 131, 82, 130, 13]","[18, 17, 12, 9, 5, 10, 15, 4, 23, 2, 3, 1, 16]",69.7
83,83,11489465,"[95, 94, 93, 87, 86, 85, 81, 97, 80, 66, 34, 41, 19, 127, 40, 149, 126, 18, 17, 16, 15, 1, 39, 38, 29, 16]","[95, 94, 93, 87, 86, 85, 81, 97, 80, 66, 34, 41, 19, 127, 40, 149, 126, 18, 17, 16, 15, 1, 39, 38, 29]","[11, 10, 9, 6, 4, 5, 3, 16, 19, 1]",51.4
84,84,10573387,"[137, 63, 76, 73, 70, 53, 37, 32, 29, 25, 20, 18, 90, 156, 5, 111, 154, 151, 14, 1, 148, 47]","[137, 63, 76, 73, 70, 53, 37, 32, 29, 25, 20, 18, 90, 156, 5, 111, 154, 151, 14, 1, 148, 47]","[17, 6, 8, 7, 5, 4, 3, 11, 23, 1, 15, 20, 2, 19]",70.5
85,85,14860533,"[147, 145, 97, 80, 67, 66, 35, 25, 147, 162, 150, 110, 108, 49, 84, 81, 133, 79, 59, 48, 44, 42, 8, 18, 16]","[147, 145, 97, 80, 67, 66, 35, 25, 162, 150, 110, 108, 49, 84, 81, 133, 79, 59, 48, 44, 42, 8, 18, 16]","[18, 17, 11, 9, 6, 4, 3, 23, 20, 15, 5, 2]",78.1
86,86,12204369,"[128, 35, 32, 30, 19, 18, 48, 47, 40, 39, 38, 36, 96, 16, 90, 83, 121, 60, 109, 82, 154, 124, 54]","[128, 35, 32, 30, 19, 18, 48, 47, 40, 39, 38, 36, 96, 16, 90, 83, 121, 60, 109, 82, 154, 124, 54]","[16, 4, 3, 5, 11, 9, 15, 6, 23]",50.9
87,87,12649183,"[134, 101, 80, 37, 29, 13, 96, 95, 40, 39, 38, 116, 131, 126, 9, 18, 74, 135, 109, 2, 85]","[134, 101, 80, 37, 29, 13, 96, 95, 40, 39, 38, 116, 131, 126, 9, 18, 74, 135, 109, 2, 85]","[17, 12, 9, 5, 3, 2, 11, 15, 16, 8, 1]",38.9
88,88,18692647,"[142, 131, 97, 80, 48, 47, 46, 95, 92, 86, 163, 161, 151, 45, 42, 82, 81, 119, 118, 115, 113, 143, 18, 34, 32, 26, 24, 41, 39, 130]","[142, 131, 97, 80, 48, 47, 46, 95, 92, 86, 163, 161, 151, 45, 42, 82, 81, 119, 118, 115, 113, 143, 18, 34, 32, 26, 24, 41, 39, 130]","[17, 16, 11, 9, 5, 10, 23, 20, 15, 3, 4]",49.0
89,89,15658359,"[80, 37, 16, 91, 90, 87, 82, 33, 26, 24, 16, 131, 47, 44, 43, 38, 79, 74, 59, 128, 161, 155]","[80, 37, 16, 91, 90, 87, 82, 33, 26, 24, 131, 47, 44, 43, 38, 79, 74, 59, 128, 161, 155]","[9, 5, 3, 11, 10, 4, 16, 8, 6, 23]",54.2
90,90,19848342,"[106, 97, 80, 35, 32, 26, 19, 148, 94, 93, 96, 25, 51, 44, 42, 88, 87, 84, 99, 81, 64, 162, 75, 13, 121, 38, 7, 74]","[106, 97, 80, 35, 32, 26, 19, 148, 94, 93, 96, 25, 51, 44, 42, 88, 87, 84, 99, 81, 64, 162, 75, 13, 121, 38, 7, 74]","[13, 11, 9, 4, 3, 19, 5, 10, 12, 6, 23, 8, 2, 15]",56.4
91,91,19190619,"[147, 137, 94, 86, 81, 156, 35, 27, 25, 41, 18, 154, 79, 4, 130, 16, 3, 15, 129, 36]","[147, 137, 94, 86, 81, 156, 35, 27, 25, 41, 18, 154, 79, 4, 130, 16, 3, 15, 129, 36]","[18, 17, 11, 10, 9, 23, 4, 3, 5, 1, 16]",41.9
92,92,10919603,"[134, 122, 92, 87, 85, 83, 82, 133, 131, 129, 97, 80, 37, 34, 47, 41, 40, 33, 148, 75, 155, 41, 38, 96, 25, 18]","[134, 122, 92, 87, 85, 83, 82, 133, 131, 129, 97, 80, 37, 34, 47, 41, 40, 33, 148, 75, 155, 38, 96, 25, 18]","[17, 15, 11, 10, 9, 16, 5, 4, 19, 8, 23, 3]",44.6
93,93,15068156,"[147, 97, 67, 51, 156, 155, 19, 109, 34, 24, 133, 129, 100, 92, 46, 42, 84, 39, 18, 4]","[147, 97, 67, 51, 156, 155, 19, 109, 34, 24, 133, 129, 100, 92, 46, 42, 84, 39, 18, 4]","[18, 11, 6, 5, 23, 3, 15, 4, 17, 16, 12, 9, 1]",40.1
94,94,16331141,"[147, 105, 101, 97, 80, 25, 16, 158, 157, 156, 154, 120, 119, 132, 131, 62, 130, 129, 151, 96, 93, 91, 90, 125, 48, 123, 19, 16, 40, 87, 86, 85, 83, 116, 111]","[147, 105, 101, 97, 80, 25, 16, 158, 157, 156, 154, 120, 119, 132, 131, 62, 130, 129, 151, 96, 93, 91, 90, 125, 48, 123, 19, 40, 87, 86, 85, 83, 116, 111]","[18, 13, 12, 11, 9, 3, 23, 15, 16, 6, 20, 5, 10]",83.6
95,95,13216678,"[147, 97, 147, 98, 34, 131, 7, 19, 17, 10, 162, 28, 27, 26, 25, 159, 157, 94, 129, 128, 124, 147, 156, 42, 103, 36]","[147, 97, 98, 34, 131, 7, 19, 17, 10, 162, 28, 27, 26, 25, 159, 157, 94, 129, 128, 124, 156, 42, 103, 36]","[18, 11, 12, 4, 16, 2, 3, 23, 15, 5]",84.4
96,96,16315671,"[147, 52, 39, 38, 95, 61, 35, 32, 27, 8, 7, 19, 18, 16, 14, 109, 162, 90, 89, 88, 149, 57, 129, 128, 16, 81, 154]","[147, 52, 39, 38, 95, 61, 35, 32, 27, 8, 7, 19, 18, 16, 14, 109, 162, 90, 89, 88, 149, 57, 129, 128, 81, 154]","[18, 5, 11, 6, 4, 3, 2, 15, 23, 10, 19, 16, 9]",62.7
97,97,16669470,"[147, 80, 51, 50, 49, 42, 38, 19, 110, 100, 93, 92, 26, 161, 154, 90, 88, 25, 21, 64, 77, 74, 57, 7, 18, 131, 126, 84, 70, 96, 36, 109, 82, 140]","[147, 80, 51, 50, 49, 42, 38, 19, 110, 100, 93, 92, 26, 161, 154, 90, 88, 25, 21, 64, 77, 74, 57, 7, 18, 131, 126, 84, 70, 96, 36, 109, 82, 140]","[18, 9, 5, 3, 15, 12, 11, 23, 10, 6, 8, 2, 16, 7, 4, 17]",105.9
98,98,12234440,"[138, 132, 102, 80, 65, 37, 28, 161, 156, 27, 19, 17, 95, 85, 81, 48, 43, 25, 124, 2, 149, 36, 13, 148, 61]","[138, 132, 102, 80, 65, 37, 28, 161, 156, 27, 19, 17, 95, 85, 81, 48, 43, 25, 124, 2, 149, 36, 13, 148, 61]","[17, 16, 12, 9, 6, 5, 3, 23, 11, 15, 1, 19, 4, 2]",67.5
99,99,10797785,"[147, 80, 47, 46, 9, 7, 19, 18, 3, 95, 92, 64, 79, 61, 77, 75, 73, 117, 83, 81, 43, 40, 38, 128, 157, 34, 59, 70, 36, 25]","[147, 80, 47, 46, 9, 7, 19, 18, 3, 95, 92, 64, 79, 61, 77, 75, 73, 117, 83, 81, 43, 40, 38, 128, 157, 34, 59, 70, 36, 25]","[18, 9, 5, 2, 3, 1, 11, 6, 8, 15, 16, 23, 4, 7]",99.3
100,100,19335054,"[144, 138, 98, 37, 9, 19, 5, 18, 15, 128, 95, 94, 86, 84, 83, 99, 33, 32, 25, 24, 13, 96, 156, 51, 121, 109, 108, 127, 150, 125, 47, 40, 38, 73]","[144, 138, 98, 37, 9, 19, 5, 18, 15, 128, 95, 94, 86, 84, 83, 99, 33, 32, 25, 24, 13, 96, 156, 51, 121, 109, 108, 127, 150, 125, 47, 40, 38, 73]","[17, 12, 5, 2, 3, 1, 16, 11, 10, 9, 4, 23, 15, 20, 8]",54.4
101,101,14168628,"[122, 67, 35, 8, 6, 18, 15, 112, 162, 127, 124, 34, 33, 30, 29, 16, 36, 12, 1, 10, 107, 49, 47, 44, 39, 64, 160, 159, 157, 74]","[122, 67, 35, 8, 6, 18, 15, 112, 162, 127, 124, 34, 33, 30, 29, 16, 36, 12, 1, 10, 107, 49, 47, 44, 39, 64, 160, 159, 157, 74]","[15, 6, 4, 2, 1, 3, 23, 16, 14, 5, 8]",145.9
102,102,17812332,"[147, 98, 80, 53, 49, 47, 162, 161, 159, 158, 103, 122, 9, 19, 18, 100, 95, 93, 92, 151, 61, 57, 56, 55, 84, 81, 3, 1, 133, 129, 126, 164, 34, 12, 40, 150]","[147, 98, 80, 53, 49, 47, 162, 161, 159, 158, 103, 122, 9, 19, 18, 100, 95, 93, 92, 151, 61, 57, 56, 55, 84, 81, 3, 1, 133, 129, 126, 164, 34, 12, 40, 150]","[18, 12, 9, 5, 23, 15, 2, 3, 11, 20, 6, 1, 17, 16, 24, 4]",94.8
103,103,16734407,"[147, 80, 53, 35, 7, 6, 18, 48, 44, 39, 36, 117, 103, 136, 133, 64, 95, 94, 93, 86, 79, 61, 57, 17, 16, 34, 149, 160, 156, 15, 14, 81, 29, 154]","[147, 80, 53, 35, 7, 6, 18, 48, 44, 39, 36, 117, 103, 136, 133, 64, 95, 94, 93, 86, 79, 61, 57, 17, 16, 34, 149, 160, 156, 15, 14, 81, 29, 154]","[18, 9, 5, 4, 2, 1, 3, 15, 12, 17, 6, 11, 10, 19, 23]",88.2
104,104,15914118,"[147, 80, 65, 37, 50, 48, 45, 12, 107, 9, 19, 18, 4, 16, 15, 42, 132, 129, 38, 90, 84, 13, 61, 81, 2]","[147, 80, 65, 37, 50, 48, 45, 12, 107, 9, 19, 18, 4, 16, 15, 42, 132, 129, 38, 90, 84, 13, 61, 81, 2]","[18, 9, 6, 5, 2, 14, 3, 1, 16, 11]",120.5
105,105,11001514,"[147, 134, 80, 66, 52, 37, 50, 48, 44, 42, 41, 35, 34, 33, 16, 111, 19, 5, 18, 4, 17, 16, 160, 159, 154, 149, 3, 148, 109, 75, 95, 91, 88, 126, 139, 81]","[147, 134, 80, 66, 52, 37, 50, 48, 44, 42, 41, 35, 34, 33, 16, 111, 19, 5, 18, 4, 17, 160, 159, 154, 149, 3, 148, 109, 75, 95, 91, 88, 126, 139, 81]","[18, 17, 9, 6, 5, 4, 3, 15, 1, 23, 19, 8, 11, 10, 16]",61.1
106,106,14315783,"[141, 136, 133, 161, 156, 150, 101, 102, 97, 80, 34, 50, 49, 47, 45, 42, 39, 38, 95, 94, 88, 87, 32, 29, 6, 85, 18, 36, 83, 25, 79, 73, 120, 118, 16, 17, 128]","[141, 136, 133, 161, 156, 150, 101, 102, 97, 80, 34, 50, 49, 47, 45, 42, 39, 38, 95, 94, 88, 87, 32, 29, 6, 85, 18, 36, 83, 25, 79, 73, 120, 118, 16, 17, 128]","[17, 23, 20, 12, 11, 9, 4, 5, 10, 3, 1, 8, 15, 16]",71.0
107,107,10531034,"[147, 137, 97, 80, 63, 79, 29, 13, 19, 5, 18, 16, 130, 129, 126, 62, 61, 135, 162, 144, 157, 49, 96, 143, 87, 85, 41, 151]","[147, 137, 97, 80, 63, 79, 29, 13, 19, 5, 18, 16, 130, 129, 126, 62, 61, 135, 162, 144, 157, 49, 96, 143, 87, 85, 41, 151]","[18, 17, 11, 9, 6, 3, 2, 1, 16, 23, 5, 10, 20]",80.6
108,108,18080489,"[147, 105, 98, 37, 34, 100, 95, 132, 131, 130, 126, 32, 29, 50, 44, 41, 163, 162, 161, 157, 86, 85, 84, 149, 39, 155, 18]","[147, 105, 98, 37, 34, 100, 95, 132, 131, 130, 126, 32, 29, 50, 44, 41, 163, 162, 161, 157, 86, 85, 84, 149, 39, 155, 18]","[18, 13, 12, 5, 4, 11, 16, 3, 23, 10, 9, 19]",55.7
109,109,13153034,"[147, 141, 88, 85, 84, 82, 130, 162, 144, 151, 81, 80, 44, 42, 40, 38, 129, 58, 33, 148, 30, 28, 16, 110, 128, 13, 15, 2, 149, 147, 150]","[147, 141, 88, 85, 84, 82, 130, 162, 144, 151, 81, 80, 44, 42, 40, 38, 129, 58, 33, 148, 30, 28, 16, 110, 128, 13, 15, 2, 149, 150]","[18, 17, 10, 9, 16, 23, 20, 5, 6, 4, 19, 3, 15, 2, 1]",117.9
110,110,18295922,"[137, 122, 80, 37, 48, 44, 131, 35, 34, 32, 29, 16, 87, 84, 8, 19, 18, 16, 15, 1, 81, 162, 157, 150, 130, 64, 79, 41, 148]","[137, 122, 80, 37, 48, 44, 131, 35, 34, 32, 29, 16, 87, 84, 8, 19, 18, 15, 1, 81, 162, 157, 150, 130, 64, 79, 41, 148]","[17, 15, 9, 5, 16, 4, 3, 10, 2, 1, 23, 20, 6, 19]",78.8
111,111,11751643,"[134, 100, 90, 88, 85, 84, 102, 97, 80, 37, 33, 32, 29, 36, 12, 83, 81, 119, 51, 45, 133, 124, 135, 40, 39, 61, 139, 13, 158, 11, 18, 149, 16, 154, 3]","[134, 100, 90, 88, 85, 84, 102, 97, 80, 37, 33, 32, 29, 36, 12, 83, 81, 119, 51, 45, 133, 124, 135, 40, 39, 61, 139, 13, 158, 11, 18, 149, 16, 154, 3]","[17, 12, 11, 10, 9, 5, 4, 3, 2, 15, 6, 23, 19, 1]",83.6
112,112,11311703,"[131, 130, 129, 127, 161, 159, 157, 154, 101, 80, 62, 60, 74, 35, 18, 95, 94, 51, 47, 46, 45, 44, 36, 29, 125, 87, 151, 113]","[131, 130, 129, 127, 161, 159, 157, 154, 101, 80, 62, 60, 74, 35, 18, 95, 94, 51, 47, 46, 45, 44, 36, 29, 125, 87, 151, 113]","[16, 23, 12, 9, 6, 8, 4, 3, 11, 5, 10, 20, 15]",53.7
113,113,19333151,"[147, 131, 159, 94, 87, 83, 99, 81, 97, 80, 66, 52, 53, 4, 17, 44, 42, 158, 150, 34, 111, 110, 125, 123, 33, 41, 32, 13]","[147, 131, 159, 94, 87, 83, 99, 81, 97, 80, 66, 52, 53, 4, 17, 44, 42, 158, 150, 34, 111, 110, 125, 123, 33, 41, 32, 13]","[18, 16, 23, 11, 10, 9, 12, 6, 5, 1, 3, 20, 4, 15, 2]",64.3
114,114,16906882,"[147, 122, 97, 48, 45, 43, 42, 79, 38, 36, 7, 14, 136, 130, 100, 95, 83, 149, 1, 27, 75, 112, 163, 16, 129, 128, 148]","[147, 122, 97, 48, 45, 43, 42, 79, 38, 36, 7, 14, 136, 130, 100, 95, 83, 149, 1, 27, 75, 112, 163, 16, 129, 128, 148]","[18, 15, 11, 5, 9, 4, 2, 17, 16, 12, 19, 1, 3, 8, 23]",51.0
115,115,15063673,"[147, 102, 97, 80, 53, 37, 29, 24, 60, 75, 57, 140, 157, 154, 48, 46, 42, 40, 130, 18, 129, 94, 87, 153]","[147, 102, 97, 80, 53, 37, 29, 24, 60, 75, 57, 140, 157, 154, 48, 46, 42, 40, 130, 18, 129, 94, 87, 153]","[18, 12, 11, 9, 5, 3, 6, 8, 17, 23, 16, 10, 22]",112.7
116,116,19721299,"[97, 98, 80, 5, 73, 17, 16, 130, 57, 156, 50, 49, 47, 15, 104, 116, 69, 129, 13, 110]","[97, 98, 80, 5, 73, 17, 16, 130, 57, 156, 50, 49, 47, 15, 104, 116, 69, 129, 13, 110]","[11, 12, 9, 1, 8, 3, 16, 5, 23, 15, 7, 2]",42.5
117,117,14168628,"[142, 147, 141, 98, 80, 67, 34, 32, 26, 24, 94, 88, 50, 156, 155, 21, 6, 19, 18, 130, 15, 129, 86, 81, 49, 48, 47, 41, 148]","[142, 147, 141, 98, 80, 67, 34, 32, 26, 24, 94, 88, 50, 156, 155, 21, 6, 19, 18, 130, 15, 129, 86, 81, 49, 48, 47, 41, 148]","[17, 18, 12, 9, 6, 4, 3, 11, 10, 5, 23, 1, 16, 19]",82.2
118,118,10009016,"[147, 157, 132, 105, 97, 80, 37, 45, 40, 35, 20, 66, 39, 38, 18, 16, 108, 33, 32, 27, 25, 154, 95, 94, 93, 149, 88, 130, 127, 36, 96]","[147, 157, 132, 105, 97, 80, 37, 45, 40, 35, 20, 66, 39, 38, 18, 16, 108, 33, 32, 27, 25, 154, 95, 94, 93, 149, 88, 130, 127, 36, 96]","[18, 23, 16, 13, 11, 9, 5, 4, 3, 6, 15, 19, 10]",78.8
119,119,18008303,"[147, 86, 97, 67, 7, 19, 18, 4, 16, 15, 80, 62, 74, 71, 70, 156, 129, 33, 27, 25, 51, 50, 49, 48, 44, 85, 82, 155, 154, 146, 96, 40]","[147, 86, 97, 67, 7, 19, 18, 4, 16, 15, 80, 62, 74, 71, 70, 156, 129, 33, 27, 25, 51, 50, 49, 48, 44, 85, 82, 155, 154, 146, 96, 40]","[18, 10, 11, 6, 2, 3, 1, 9, 8, 7, 23, 16, 4, 5, 17]",1076.0
120,120,13752275,"[147, 80, 46, 44, 42, 163, 79, 7, 19, 18, 17, 120, 114, 14, 34, 33, 24, 96, 39, 137, 95, 94, 85, 165, 155, 154, 151, 164, 99, 128, 69]","[147, 80, 46, 44, 42, 163, 79, 7, 19, 18, 17, 120, 114, 14, 34, 33, 24, 96, 39, 137, 95, 94, 85, 165, 155, 154, 151, 164, 99, 128, 69]","[18, 9, 5, 23, 2, 3, 15, 4, 11, 17, 24, 20, 12, 16, 7]",87.6
121,121,19898422,"[147, 102, 98, 80, 49, 47, 159, 157, 27, 95, 43, 94, 87, 155, 132, 129, 128, 126, 18, 4, 14, 124, 81, 148, 40, 38, 111]","[147, 102, 98, 80, 49, 47, 159, 157, 27, 95, 43, 94, 87, 155, 132, 129, 128, 126, 18, 4, 14, 124, 81, 148, 40, 38, 111]","[18, 12, 9, 5, 23, 3, 11, 10, 16, 1, 2, 15, 19]",47.7
122,122,10529592,"[147, 134, 80, 52, 48, 45, 104, 86, 83, 99, 163, 77, 60, 73, 162, 154, 151, 126, 124, 33, 24, 111, 108, 81, 150, 41, 8, 4, 16, 15, 149, 40, 69, 123]","[147, 134, 80, 52, 48, 45, 104, 86, 83, 99, 163, 77, 60, 73, 162, 154, 151, 126, 124, 33, 24, 111, 108, 81, 150, 41, 8, 4, 16, 15, 149, 40, 69, 123]","[18, 17, 9, 5, 12, 10, 23, 8, 6, 20, 16, 15, 4, 3, 2, 1, 19, 7]",86.1
123,123,15143296,"[147, 145, 138, 102, 80, 37, 19, 132, 130, 121, 117, 115, 161, 46, 45, 44, 42, 41, 39, 38, 6, 18, 4, 95, 99, 32, 26, 127, 81, 15, 74, 149, 24, 156, 125]","[147, 145, 138, 102, 80, 37, 19, 132, 130, 121, 117, 115, 161, 46, 45, 44, 42, 41, 39, 38, 6, 18, 4, 95, 99, 32, 26, 127, 81, 15, 74, 149, 24, 156, 125]","[18, 17, 12, 9, 5, 3, 16, 15, 23, 1, 11, 4, 8, 19]",65.1
